Post_ID,Size,Depth,Max_Breadth,Mean_Breadth,Unique_Users,Duration_Minutes,Mean_Interval
1ol3976,118,5,67,19.666666666666668,82,9107.966666666667,77.1861581920904
1omne8b,80,5,53,13.333333333333334,75,30990.1,387.37624999999997
1on540y,46,5,24,7.666666666666667,32,235167.36666666667,5112.334057971015
1onpd5i,69,2,52,23.0,65,4371.916666666667,63.361111111111114
1oodaz9,34,3,19,8.5,31,2529.4166666666665,74.39460784313725
1opy0n1,84,5,44,14.0,71,4737.383333333333,56.397420634920636
1or51mj,13,2,10,4.333333333333333,12,2841.483333333333,218.575641025641
1ordghw,162,7,36,20.25,96,12367.166666666666,76.34053497942386
1otkhxh,59,8,26,6.555555555555555,42,7783.35,131.92118644067799
1otog3x,59,7,19,7.375,45,9727.833333333334,164.87853107344634
1ou58qu,94,7,55,11.75,73,110576.6,1176.3468085106383
1ouc0gh,56,6,25,8.0,42,224601.6,4010.7428571428572
1ouls5p,20,5,13,3.3333333333333335,19,196508.28333333333,9825.414166666666
1oupv3p,67,7,18,8.375,51,6594.45,98.42462686567164
1ouyzc3,62,6,25,8.857142857142858,42,287.1666666666667,4.631720430107527
1ovz2cv,105,9,54,10.5,87,7331.816666666667,69.8268253968254
1ow27th,36,11,13,3.0,25,1297.1166666666666,36.031018518518515
1owcwxq,17,2,13,5.666666666666667,17,4725.0,277.94117647058823
1ox3bi0,196,8,89,21.77777777777778,113,214798.33333333334,1095.9098639455783
1oyjylz,83,6,43,11.857142857142858,63,6465.0,77.89156626506023
1ozd5du,70,7,40,8.75,52,211859.51666666666,3026.564523809524
1p1a5lv,66,6,21,9.428571428571429,43,4249.433333333333,64.38535353535353
1p1gop4,6,1,5,3.0,6,2553.4,425.56666666666666
1p55zdn,94,5,49,15.666666666666666,65,5330.016666666666,56.702304964539
1p5epfs,72,12,36,5.538461538461538,50,157089.06666666668,2181.792592592593
1p5q154,79,12,21,6.076923076923077,39,5951.166666666667,75.33122362869199
1p6d1zu,134,6,91,19.142857142857142,111,3464.883333333333,25.85733830845771
1p6n0g9,71,3,50,17.75,62,4234.116666666667,59.635446009389675
1p7quwc,48,4,37,9.6,44,3730.3333333333335,77.71527777777779
